勾股定理 有着 悠久 的 历史 ,"勾股定理 有着 悠久 的 历史 , 它 曾 今 引起 很多 人 的 兴趣 ",2.0
细胞 与 外界 环境 进行 物质 交换 取决于 ,"理想气体 再 等温 变化 时 , 内能 不 改变 , 因而 与 外界 不 发生 热交换 什么 是 等温 变化 ? 理想气体 的 内能 改变 是否 只 取决于 吸热 , 理想气体 势能 不计 ? ",0.0
浮力 的 大小 与 物体 浸没 深度 无关 ,浸没 在 液体 中 的 物体 受到 的 浮力 大小 与 深度 无关 ． ． ,2.0
某 气体 压强 与 温度 的 变化率 ,压强 ,1.0
甲数 的 四分之三 等于 乙数 ,四分之三 表示 ? 四分之三 米 又 表示 什么 呢 ,1.0
图中 阴影 部分 占 总面积 ,下图 阴影 部分 的 面积 占 总面积 的 （ ） ? ,2.0
电流 分析 中 描述 的 电路 都 是 实际 中 的 应用 电路 ,生物圈 的 描述 ,0.0
"已知 某 物体 作 直线运动 , 其 加速度 ",什么 是 单向 直线运动 ? ,1.0
一个 圆柱形 木块 的 高 是 5 分米 ,"一个 圆柱形 木块 的 底面 直径 是 6 分米 , 高是 9 分米 把 这个 圆柱形 木块 削成 一个 最大 的 圆锥 , 削去 部分 的 体积 是 多少 ? ",1.0
"运筹帷幄之中 , 决胜 于 千里 之外 ",运筹帷幄之中   决胜千里之外 ,2.0
"有 3 个数 abc , 要求 按 大小 顺序 把 他们 输出 ",对 下面 流程图 描述 正确 的 是 A ． 是 顺序 结构 ， 引进 4 个 变量 B ． 是 选择 结构 ， 引进 1 个 变量 C ． 是 顺序 结构 ， 输出 的 是 三数 中 的 最大数 D ． 是 顺序 结构 ， 输出 的 是 三数 中 ,1.0
甲乙 两人 准备 已经 整理 一批 新到 的 实验 器材 若甲 单独 整理 下 四十分钟 完工 经 甲乙 共同 整理 二十分钟 后乙需 再 单灯 二十分钟 才能 完工 问 甲乙 甲 单独 整理 ,"甲 、 乙两人 准备 整理 一批 新到 的 图书 . 若甲 单独 整理 需要 40 分钟 完工 ； 若甲 、 乙 共同 整理 20 分钟 后 , 乙 需单 ... 甲 、 乙两人 准备 整理 一批 新到 的 图书 . 若甲 单独 整理 需要 40 分钟 完工 ； 若甲 、 乙 ",2.0
元素 周期表 半径 规律 图 ,元素 周期表 ,1.0
曾国藩 和 李鸿章 的 关系 ,清政府 内部 “ 海防 ” 与 “ 塞防 ” 的 争论 中 ， 双方 的 代表 人物 是 A ． 李鸿章 与 左宗棠 B ． 曾国藩 与 李鸿章 C ． 李鸿章 与 曾纪泽 D ． 左宗棠 与 曾国藩 ,1.0
千克 到 吨 的 进率 是 多少 ,（   ） （   ） （   ） 进要 成语 ,0.0
要求 扇形 的 面积 须 知道 ,啖 凌须 的 须 的 意思 ,0.0
"下图 表示 某 植物 叶肉 细胞 内 发生 的 生理 过程 , ","生物 有关 植物 叶肉 细胞 生理 活动 的 一道 题 下图 表示 某 高等 绿色植物 体内 的 生理 过程 , 有关 分析 正确 的 是 （   ） A 、 能够 在 叶肉 细胞 生物膜 上 进行 的 生理 过程 有 Ⅰ 、 Ⅲ B 、 阶段 Ⅰ 生成 的 [ ",2.0
我 认为 我们 在 保护环境 ,保护环境 知识 ,1.0
氧气 低于 多少 不能 燃烧 ,"滤纸 低于 漏斗 过滤 时 , 滤纸 为什么 要 低于 漏斗 ",0.0
正方体 棱长 是 什么 意思 ,棱 是 由 什么 组成 的 ,1.0
人们 在实践中 形成 的 具有 ,实践 是 人们 改造 世界 的 一切 活动 。 ,1.0
y = 1 / 3x 是 反比例 函数 吗 ,什么 是 反比例 函数 ,1.0
神经递质 发挥作用 的 场所 ,为什么 老师 讲 神经递质 发挥作用 不 在内 环境 ? ,2.0
根与 系数 的 关系 公式 是 什么 ,什么 是 速度 系数 ,0.0
飞机 以 100 的 速度 沿 水平 直线 飞行 ,飞机 飞行高度 极限 是 多少 ,0.0
"有 两箱 同类 的 零件 , 第一 箱装 50 只 ","某 公司 要装 一批 零件 , 如果 装 了 20 箱 , 则 刚好 装 了 这批 零件 的 40% , 如果 装 了 30 箱 , 则 还 剩 100 个 零件 . 这批 零件 一有 多少 个 ",1.0
"《 中共中央 关于 全面 推进 依法治国 若干 重大 问题 的 决定 》 提出 , 坚持 依法治国 首先 要 坚持 ","下列 句子 中 没有 语病 的 一项 是 （ ） A.10 月 23 日 , 中国共产党 十八 届 四中全会 落下 帷幕 , 全会 通过 《 中共中央 关于 全面 推进 依法治国 若干 重大 问题 的 决定 》 . B . APEC 会议 期间 , 中国 采取 了 最高级别 的 空气质量 保障 措施 ",1.0
你 是 你 所 想 而 非 你 想 你 所 是 ,"所 看 所 想 所 看 所 想 作文 , 四年级 ",0.0
生命 中 最 重要 的 事 阅读 答案 ,对于 义气 比 生命 重要 的 辨论 ,0.0
电感 电容 并联 电流 落后 电压 ,问 ： 电源 电压 为 u = 220 根号 2sin628t   电路 中 电感 电容 电阻 并联   以及 它们 的 电流 分别 相同   若 将 电源 电压 w = 628 改 314   则 会 ： A   电感 电流 是 电流 示数 的 1 / 4   B ,1.0
一艘 客船 上午 9 : 30 在 A 处 ,"甲乙 两港 相距 480 千米 , 上午 10 时 一艘 货船 从甲港 开往 乙港 , 下午 2 时 , 一艘 客船 从乙港 开往 甲港 , 客船 开出 12 时后 与 货船 相遇 , 货船 每时行 15 千米 , 客船 每时行 多少 千米 ? ",1.0
利用 植物体 上 的 活 细胞 ,在 动物 和 植物 中 具有 “ 活化石 ” 之称 的 是 、 ． ,0.0
淀粉 消化 分解成 葡萄糖 在内 环境 中 进行 吗 ,"为什么 消化 淀粉 时会 产生 葡萄糖 解释 为什么 消化 淀粉 , 葡萄糖 是 必要 的 . ",1.0
一元 一次 不等式 解题 过程 ,一元 一次 不等式 练习题 及 解题 思路 ,1.0
水 的 压力 大小 和 什么 有关 ,漂浮 的 木块 受到 水 的 压力 吗 ,1.0
人生 有 两条路 一条 用心 走 ,人生 由 两条路 汇聚 而成 ， 一条 用心 走 ， 叫 梦想 ； 一条 用脚 走 ， 叫 现实 。 心走 得 太快 ， 现实 会 苍白 ； 脚 走 得 太慢 ， 梦 不会 高 飞 。 由此可见 A ． 梦想 与 现实 是 平行 的 关系 B ． 梦想 ,2.0
RNA 聚合酶 和 RNA 合成酶 ,RNA 聚合酶 如何 合成 的 ? 我 只是 想 问 RNA 聚合酶 在 细胞 内 合成 的 ， 不是 RNA 聚合酶 的 作用 ？ ,1.0
我们 所 需要 的 是 更 多 的 时间 ,用 更 多 的 更 多 的 更 多 的 更 多 的 造句 ,0.0
铝 离子 与 过氧化钠 反应 ,铝 和 过氧化钠 和 水 的 反应 ? ,1.0
阅读 : 初春 : 谁 也 不曾 留心 ,苏教版 初春 答案 初春   谁 也 不曾 留心 ， 春天 已经 悄悄 来到 。   昨夜 ， 春天 伸出 一双 小手 ，   撕去 小河 那 白净 的 封条 。   … … （ 这里 省略 一 小节 ）   谁 也 不曾 留心 ， 春天 已经 悄悄 来到 。 ,2.0
中国 在 巴黎和会 上 失败 的 根本原因 ,中国 在 巴黎和会 和 华盛顿 会议 上 外交 的 失败 ， 说明 了 什么 ？ 你 认为 我们 应该 怎样 做 才能 自立 于 世界 不败 之林 ？ ,1.0
酒精 消毒 体温计 配制 方法 ,正确 的 是 : A . 体温计 测量范围 是 32 - 45 度 B . 体温计 可用 酒精 或 沸水 消毒 C . 体温计 的 分度 值为 0.1 度 D . 体温计 内 的 液体 一定 是 酒精 ,1.0
形容 自己 一定 能 做到 的 ,怎么 能 做到 英语 课外阅读 不 失分 ,0.0
煤加 石灰石 化学 方程式 ,工业 上 制取 二氧化碳 最 适宜 的 方法 是 （ 　 　 ） A ． 煅烧 石灰石 B ． 石灰石 与 盐酸 反应 C ． 燃烧 木炭 D ． 燃烧 煤 ,0.0
一个 圆圈 里面 一个 正方形 ,一个 圆形 与 它 里面 的 两个 圆圈 的 周长 为什么 相同 ,0.0
"果蝇 的 正常 体细胞 含有 8 条 染色体 , ",求 果蝇 体细胞 染色体 图解 的 详细 解释 ,1.0
"改 病句 : 能 不能 战胜 自己 的 决心 , 是 每个 人 取得 很 成功 的 关键 。 ","修改 病句 ； 能 不能 战胜 自己 的 决心 , 是 每个 人 取得成功 的 关键 . ",3.0
11 辆车 从 甲地 开往 乙地 360 千米 ,一辆 汽车 从 甲地 开往 乙地 ， 5 小时 行 360 千米 ， 甲地 到 乙地 的 路程 是 540 千米 ， 照 这样 的 速度 ， 这辆 汽车 行 完全 程要 用 多少 小时 ？ ,1.0
如图 一个 容器 为 300 立方厘米 的 瓶内 装有 200 ,"有 一瓶 啤酒 , 容积 是 300 立方厘米 . 现在 它 里面 装有 一些 啤酒 , 正放时 高度 为 20 厘米 , 倒放 时 空余 部分 的 高度 为 5 厘米 , 请问 , 现在 瓶内 有 啤酒 多少 立方厘米 ? ",1.0
叶绿体 的 色素 依据 什么 原理 用 无水乙醇 提取 ,下列 关于 叶绿体 中 色素 的 分离 和 提取 的 实验 原理 叙述 正确 为 B 用 无水乙醇 将 叶绿体 中 的 色素 进行 分离   已知 B 是 错 的 请问 错 哪里 ,1.0
以 吴民之乱 请 于 朝 的 以 ,"英语翻译 翻译 1 . 君子 病 无能 也 , 不 病人 之不己   . 2 . 继而 以 吴民之乱 请 于 朝 . ",1.0
已知 球 的 表面积 是 324 π ,2 的 多少 次方 是 324 ? ,0.0
M 基因 编码 含 63 个 氨基酸 的 肽链 ,"某 蛋白 由 一个 含有 39 条 肽键 的 多肽链 构成 , 编码 它 的 基因 至少 含有 多少 个 氨基酸 求 详细 解答 是 氨基酸 噢 亲 ！ ",1.0
人 的 生命 是 有限 的 下 一句 ,生命 是 有限 的 ,2.0
载人 飞行 包 运动 过程 中 ,咱们 共 发射 了 几次 航空 载人 飞行 啊 ,0.0
800 的 正方形 对角 是 多长 ,1 米 的 对角 是 多长 ? ,1.0
一个 池塘 里 有 若干条 鱼 ,工人 叔叔 为了 计算 池塘 中有 多少 条 鱼 ,1.0
一 质点 做匀 加速 直线运动 ,"匀 加速 直线运动 的 质点 , 做 单向 匀 减速 直线运动 的 质点 , 其 速度 随 时间 的 增大 而 ",1.0
火箭 上升 的 动力 来自 于 ,"推动 伞降 火箭 上升 的 动力 , 其施力 物体 是   ( 填 “ 燃气 ” 、 “ 空气 ” 或 “ 地球 ” ) . 答案 是 燃气 . 为什么 ",2.0
从闻 历史 这个 成语 解释 ,（ ） （ ） 闻 （ ） ,0.0
数学 中 的 括号 属于 运算 符号 吗 ,※ 是 什么 运算 符号 ? 怎样 运用 ,1.0
以 时间 为 内容 写 一个 拟人 句 ,"拟人 句 , ",1.0
为 心脏 主要 供血 的 血管 ,能为 心脏 供血 的 动脉血 管是 主动脉 基部 的 ， 如果 它 发生 病变 会 导致 病 ． ,1.0
有人 说 我 就是 一张白纸 ,"地球 到 月球 的 距离 等于 3.844 * 10 的 5 次方 km , 有人 说 一张白纸 只要 连续 折叠 46 次 , 高度 就 会 超过 月球 到 地球 的 距离 地球 到 月球 的 距离 等于 3.844 * 10 的 5 次方 km , 有人 说 一张白纸 （ 厚度 ",0.0
什么 事 每人每天 都 必须 认真 做 ,什么 事 每人每天 都 必须 认真 地 做 ? ,3.0
水中 的 倒影 是 光 的 什么 现象 ,影子 和 倒影 的 不同 ,1.0
交变 电流 有效值 有 方向 吗 ,"题图 是 某 一 交变 电流 的 图象 , 请 根据 该图 计算 出 这 一 交变 电流 的 有效值 ",1.0
直角三角形 两个 锐角 都 是 45 度 ? ,直角三角形 有 （ ） 锐角 ,1.0
第一 条件句 和 第二 条件句 ,"两条 同样 长 的 彩带 , 第一 条件 下 五分之二 , 第二条 剪下 五分之二 米 , 剩下 彩带 长度 是 哪一条 长 ? ",0.0
二氧化硅 与 氧化钙 反应 方程式 ,二氧化硅 与 氧化钙 反应 原理 是 什么 ? ,1.0
"转朱阁 , 低绮户 , 照无眠 。 不 应有 恨 , 何事 长向 别时圆 ? ","英语翻译 转朱阁 , 低绮户 , 照无眠 . ",1.0
在 有 辛在 总统 位置 上 尽全力 组织 ,你 尽全力 了 吗 阅读 答案 ,0.0
运筹帷幄之中 决胜千里之外 ,运筹帷幄之中   决胜千里之外 ,2.0
天文学 是 研究 什么 的 科学 ,天文学 是 研究 什么 的 科学 ? ,3.0
长方形 对角线 平分 角 吗 ,对角线 是 什么 ? ,1.0
亚洲 的 季风气候 类型 有 几种 ,从 “ 亚洲 气候 类型图 ” 上 看 ， 日本 的 气候 类型 主要 是 （ ） A ． 热带 季风气候 和 亚热带 季风气候 B ． 亚热带 季风气候 和 温带 季风气候 C ． 温带 大陆性气候 和 温带 季风气候 D ． 高原 山地气候 和 热带 季风气候 ,1.0
DNA 分子结构 是 什么 结构 ,DNA 分子结构 模式图 ,1.0
什么 是 激光 的 法线 方向 ,"为什么 激光 从 空气 射入 水中 , 折射 光线 向 法线 偏折 , 而 固体 （ 如 一只 筷子 ） 从 空气 放入 水中 看 , 筷子 是 远离 法线 偏折 的 ? ",1.0
"“ 愤者 , 心求 通而 未 得 之意 ; 悱者 , 口欲言 而 未能 之貌 。 启 , 谓 开 其意 ; 发 。 谓 达 其辞 , 物之有 四隅 者 , 举一 可知 其三 , 反者 , 还 以 相征 之义 , 复 ","愤者 , 心求 通而 未 得 之意 ； 悱者 , 口欲言 而 未能 之貌 ； 启 , 谓 开 其意 ; 发谓 达 其辞 ",2.0
圆柱 的 侧面 展开 图 可能 是 平行四边形 ,圆柱 的 侧面 展开 图 不 可能 是 平行四边形 . 是 对 的 还是 错 的 ? ,2.0
烟雾 中 有害 成分 的 检验 ,"香烟 烟雾 中 的 有害 成分 主要 有 哪些 ? 为什么 ? 香烟 烟雾 中 含有 尼古丁 , 烟 焦油 , 以 氧化碳 , 氮氧化物 , 金属 及 放射性物质 . 它们 各自 是 怎样 发挥作用 的 ? ",1.0
人民解放战争 三大战役 ,列举 解放战争 中 的 三大战役 名称 ,2.0
气体 溶解度 与 压力 的 关系 ,"二氧化碳   溶解度 和 压力 的 关系   公式 气体 在 水中 的 溶解度 受 压力 影响 , 那么 压力 和 溶解度 的 关系 是 用 什么 公式 来 表示 的 呢 ? 求 这个 公式 ",2.0
0 既 不是 正数 也 不是 负数 对 吗 ,- （ + a ） 是 负数 还是 正数 ? ,0.0
常用 于 称赞 领导 的 能力 ,"常用 于 称赞 领导 能力 的 成语 "" 什么 人 什么 任 "" 的 成语 啊 ",2.0
下图 是 极点 为 中心 的 50 度 纬线 图 ,"所有 纬线 是 圆 吗 , 极点 呢 ? 判断 ： 所有 纬线 是 圆 . 如果 所有 纬线 是 圆 , 那 极点 呢 ? ",1.0
血小舨 容积 分布 宽度 低 ,什么 是 稳态 表观 分布 容积 ,0.0
做功 和 热 传递 在 改变 物体 内能 上 是 ,做功 和 热 传递 在 改变 物体 的 内能 上 是 等效 的 . ,2.0
我们 的 国家 地域 辽阔 包括 ,"关于 俄罗斯 , 说法 正确 的 是 ： A . 是 世界 上 国土面积 最大 的 国家 , 民族 为 单一 的 俄罗斯族 . B . 包括 欧洲 部分 和 北亚 部分 , 由于 北亚 地域 辽阔 , 是 个 传统 的 亚洲 国家 . C . 气候 以 温带 大陆性气候 ",0.0
政治协商会议 和 全国人民代表大会 ,在 我国 ， 人民 行使 国家 权力 的 机关 是 （ ） A ． 国家 的 行政 机关 B ． 国家 的 审判机关 C ． 中国人民政治协商会议 D ． 全国人民代表大会 和 地方 各级 人民代表大会 ,1.0
"已知 机器 字长 n = 8 , X = 44 , Y = 53 , 求 X ","已知 机器 字长 n = 8 , x = - 44 , y = - 53 , 按 补码 计算 x - y = ",1.0
分析题 2.2 图 所示 体系 的 几何 组成 ,"分析题 平面 体系 的 几何 组成 , 判断 是否 为 几何 不变 体系 分析 图中 所示 平面 体系 的 几何 组成 , 判断 是否 为 几何 不变 体系 . 如果 是 几何 不变 体系 , 确定 有无 多余 约束 , 有 几个 多余 约束 ",2.0
地球 公转 速度 最慢 的 节气 ,怎么 根据 地球 公转 的 二分 而 至 图   判断 节气 ,1.0
最高价 氧化物 的 水化物 反应 离子 方程 ,什么 是 金属 单质 最高价 氧化物 对应 水化物 最高价 氧化物 对应 水化物   是 最高价 氧化物 溶于 水 得到 的 么 ,1.0
纸上 得来 终觉 浅下 一句 ,"纸上 得来 终觉 浅 , 的 意思 是 : ",0.0
"下图 是 人体 某 组织 结构 示意图 , ① ② ③ ④ 分别 表示 人 体内 不同 部位 的 液体 ",如图 是 人体 某 组织 结构 示意图 ， ① ② ③ ④ 分别 表示 人 体内 不同 部位 的 液体 ． 据图 判断 下列 说法 正确 的 是 （ 　 　 ） A ． 内 环境 的 稳态 就是指 ① ② ③ 中 温度 、 渗透压 及 pH 的 相对 稳定 ,2.0
二项式 展开式 通项 公式 ,如何 求 二项式 展开式 系数 之 和 ,1.0
电功率 大小 与 时间 有关 吗 ,关于 物理 的 电功率 ( ,1.0
同位角 相等 两 直线 平行 ,同位角 怎么 判断 怎么 判断 是 同位角 ,1.0
已知 正 项 等差数列 an 的 前 n 项 和 为 ,等差数列 的 和 为 等差数列 吗 ,1.0
某 牧场 草地 上 的 草 可供 ,"： 由于 天气 逐渐 冷 起来 , 牧场 上 的 草 不仅 不 长大 , 反而 以 固定 速度 在 减少 . 已知 某块 草地 上 的 草 可供 35 头牛 吃 5 天 ： 由于 天气 逐渐 冷 起来 ， 牧场 上 的 草 不仅 不 长大 ， 反而 以 ",2.0
母 情节 和 父亲节 各是 哪 ,"对 了 , 还有 关于 父亲 的 英语 作文 ! 最好 要 有 父亲节 的 情节 , ",0.0
把物 当成 人来 写 的 句子 ,把 大树 当成 人来 写 的 句子 ,2.0
回答 下列 关于 光合作用 的 问题 图 1 是 叶绿体 ,光合作用 的 部位 是 叶绿体 吗 ,1.0
可 用于 改良 酸性 土壤 的 是 哪种 物质 ,用于 改良 土壤 的 碱 ,2.0
只 看个 位 能否 判断 是 4 的 倍数 ,"个位 上 是 ( ) 的 数 既 是 2 的 倍数 , 又 是 5 的 倍数 . ",0.0
根号 72 除以 根号 50 等于 ,在 ☆ ÷ △ = □ 中 ， □ × △ + ☆ = 72 ， ☆ = ． ,0.0
酸能 与 哪些 盐 发生 反应 ,什么 是 酸 ? 什么 是 碱 ? 什么 是 盐 ? ,1.0
设 P 是 双曲线 x ^ 2 / a ^ 2 - y ^ 2 / 9 = 1 ,"过点 （ 2 , - 2 ） 且 与 双曲线 x ^ 2 / 2 - y ^ 2 = 1 有 公共 渐近线 的 双曲线 是 ",1.0
"参加 一次 足球联赛 的 每 两队 之间 都 进行 一场 比赛 , 共 要 比赛 28 场 ",参加 一次 足球联赛 的 每 两队 之间 都 进行 一场 比赛 ， 共 要 比赛 28 场 ， 设有 x 个队 参赛 ， 根据 题意 列出 的 方程 是 ． ,2.0
全用 圆 组成 的 图形 图片 ,"如图 , 在 △ ABC 中 , AB = AC , ∠ A = 36 ° , AC 的 垂直平分 线 分别 交于 AB 点 D 交 AC 于 E 、 , 连结 BE 若 BC = 12cm & nbsp ;   求 BE 的 长 & nbsp ;   & ",0.0
森林 是 人类 的 好 朋友 句子 ,关于 鸟类 是 人类 的 好 朋友 ,0.0
利用 下图 装置 进行 试验 开始 时 ab ,下图 是 某 同学 为 验证 “ 氧气 是 绿色植物 在 光下 制造 的 ” 而 设计 的 实验 装置 ， 分析 ： （ 7 分 ） （ 1 ） 试管 中有 气泡 产生 的 是 装置 。 要 证明 此 气泡 是否是 氧气 ， 可以 。 （ 2 ,1.0
"谋 公司 为了 激励 广大 员工 的 积极性 , 规定 : 若 推销产品 价值 在 10000 元 之内 的 年终 提成 百分之五 ","我 有 一道 数学 一元 一次 不等式 组 的 应用题 不会 做 , 某 公司 业务 推销员 的 工资 按 “ 底薪 + 提成 + 奖金 ” 计算 ： 底薪 是 每人 每月 600 元 , 提 成为 每月 完成 推销产品 的 总金额 的 10% , 如果 当月 完成 推销 金额 ",1.0
相同 体积 圆 的 和 方 的 哪个 更大 ,细菌 和 细胞 哪个 更大 ? ,0.0
某 同学 用 天平 称 nacl 固体 十九 ,如果 没有 砝码 怎样 称 nacl 固体 ,1.0
要 把 8 个棱长 1 分米 的 正方体 ,棱 的 成语 ,0.0
但少 闲人 如吾 两人者 耳 的 但 ,“ 但少 闲人 如吾 两人者 耳 ” 中 闲人 怎样 理解 ,1.0
水 结冰 后 体积 变大 的 原因 ,水 结冰 是 多少度 ? ,1.0
life 的 复数 形式 的 读音 ,School   life   的 life 有 复数 吗 ? ,1.0
爱斯 梅拉 达所处 的 环境 ,《 巴黎圣母院 》   ： 简述 一个 关于 爱斯 梅拉 达 的 故事 。 ,1.0
四分 之 1 加 五分之一 等于 ,五分之一 和 四分之一 那个 大 ,1.0
测量 线路 电阻 怎样 进行 ,利用 霍尔 效应 能 测量 交变 磁场 吗 ? 画出 线路图 ,0.0
运用 经济 生活 知识 分析 我国 ,数学 在 经济 领域 中 的 运用 ! 急用 ,0.0
对 问题 进行 分析 要 从 哪些方面 入手 ,提高 英语教学 从 哪些方面 入手 ,0.0
在 处理 实验 后 的 废液 时 ,微生物 实验 废液 怎样 处理 ,1.0
某班 同学 利用 国庆节 进行 社会 实践 ,国庆节 快乐 诗句 ,0.0
小强 和 小明 都 是 张老师 的 学生 ,张老师 ,0.0
多一份 理解 多一份 宽容 ,"经济学家 说 , 智慧 是 政治学家 说 , 智慧 是 历史学家 说 , 智慧 是 教育学家 说 , 智慧 是 （ 写 比喻句 ） 二 . 补充 完整 多一份 思索 , 少 一份 盲从 多一份   , 少 一份 多一份 宽容 , 少 一份 ",1.0
燃烧 必须 具备 的 三个 条件 ,生物 必须 具备 哪些 特征 ,0.0
两点 关于 坐标 原点 成 中心对称 ,中心对称 与 原点 对称 有 什么 区别 和 联系 ? ,1.0
"正方体 的 对角线 是 5 ? 2 , 求 它 的 全 面积 ",多边形 的 对角线 ,1.0
检验 PH 酸碱性 要 用 什么 ,用 酚酞 和 石蕊 检验 酸碱性 的 反应 是 什么 要 方程式 ,2.0
"在 某些 食品 的 包装袋 内 , 有 一个 ",某些 食品 的 包装袋 内常 放入 一小包 干燥剂 ， 包装袋 上 说明 ： 内含 生石灰 ， 请勿 食用 ． 写出 干燥剂 能起 吸水 作用 的 化学 方程式 ， 并 说明 不能 食用 原因 ． ,2.0
某 元素 的 基态 原子 最 外层 ,"基态 原子 的 次 外层 为 18 个 电子 , 最 外层 无成 对 电子 的 元素 是 什么 ",1.0
找 一个 数 的 因数 的 方法 ,找 因数 ， 16 = × = × = × ， 16 的 全部 因数 是 ． ,1.0
细胞 的 形态 与 结构 的 试题 ,要 生物 试题 ,1.0
动物细胞 与 植物 细胞 的 区别 ,（ ） 构建 植物 细胞 ? ,1.0
科学 ( 技术 ) 产生 的 条件 ,pcr   技术 ,0.0
怎么 证明 向心 加速度 指向 圆心 ,怎样 证明 向心 加速度 指向 圆心 ,3.0
? ¤ 1a è ￥ ° ? · ÷ ° ? ì ? . í ê é ? ,ê 2 ? ′ μ ? à ′ μ ? ó è ? ò μ ? ú à ? ˉ μ ? ￡ × ? ± ê ê ? è ￡ o43 ? ￡ 5   è 43   ì μ ? à ′ ? ￡ ò a2 ? ′ í ,0.0
人类 是 由 什么 演变 而 来 ,人类 是从 那里 演变 而来 的 呢 ? ,3.0
将 二氧化碳 通入 氨 的 氯化钠 饱和溶液 方程式 ,电解 氯化钠 饱和溶液 的 方程式 ,1.0
世界 环保 日 是 几月 几日 ,"环保 , 环保 , 保护 地球 关于 环保 ",1.0
"质量 为 m 的 物体 , 从 高为 h 倾角 为 ",梯形 什么 倾角 最 稳定 ,1.0
英国 资产阶级 革命 和 尼德兰 革命 ,"尼德兰 革命 和 英国 资产阶级 革命 为什么 不 以 尼德兰 革命 为 世界 近代史 的 开端 , 而 要 以 英国 资产阶级 革命 为 开端 ? 主要 是 想 知道 尼德兰 革命 不 可以 成为 开端 的 原因 是 什么 ? ",2.0
100 件产品 中有 2 件 次品 ,6 件产品 中 ， 有 2 件 次品 ， 任取 两件 都 是 次品 的 概率 是 115115 ． ,2.0
对比 两座 城市 不同 的 英语 作文 ,我 所 向往 的 那座 城市 作文 怎么 写 ,0.0
探究 细胞 表面积 和 体积 的 关系 的 实验 原理 不 包括 ,探究 计划 包括 和 ， 以及 所 需要 的 、 等 。 ,1.0
能 被 7 整除 的 数有 什么 特点 ,被 101 整除 的 数有 什么 特点 ? ,1.0
烃 a 的 相对 分子 质量 是 70 ,"稀烃   化学 相对 分子 质量 为 70 的 稀烃 , 其 分子式 为 若该 稀烃 与 足够 的 H2 加成 后能 生成 含 3 个 甲基 的 烷烃 , 则 该 稀烃 可能 的 结构 简式 为 ",1.0
地球 质量 是 月球 的 多少倍 ,月球 是 哪来 的 ,0.0
物质 和 物质 的 具体 形态 ,水 的 形态 ,0.0
有丝 分列 过程 图及 图解 ,细胞 有丝分裂 的 过程 及 图解 ,3.0
实验 式 和 分子式 的 区别 ,怎么 算 他 的 分子式 ,1.0
"硝酸 与 氢氧化钠 反应 , 化学 方程式 ",氢氧化钠 和 硝酸银   反应 吗 ,1.0
数从 有理数 扩充 到 实数 ,当数 从 有理数 扩充 到 实数 以后 ,2.0
"征于 色 , 发于 声 , 而后 喻 ",征于 色 发于 声 而后 喻 ,2.0
三角形 中 位线 定理 证明 ,中 位线 定理 怎么 得 ,3.0
氢氧化钠 与 氯化铁 反应 方程式 ,氢氧化钠 和 氯化铁 反应 ,2.0
马拉开波湖 渔业 丰富 的 原因 ,马拉开波湖 的 成因 以及 产物 ,1.0
物体 由 静止 开始 做 直线运动 以下 图中 f 表示 物体 所受 的 合力 。 ,为什么 匀速直线 运动 时二力 平衡 合力 为 0 仍能 进行 匀速直线 运动 ? ,1.0
世界 历史 上 重大 改革 内容 影响 ,概括 历史 初一 上册 课本 中 的 几次 重大 改革 （ 整理 出 内容 、 影响 ） . ,1.0
最高价 氧化物 的 水化物 反应 离子 方程 ,什么 是 最高价 氧化物 对应 水化物 ? ,1.0
相变 温度 为 25 ～ 27 ℃ 的 相变 材料 ,什么 是 量子 相变 ,0.0
Fe ( CO ) 5 与 乙酸 和 乙酸酐 反应 ,乙酸 可以 强 氧化 为 乙酸酐 吗 ? ,0.0
如图 在 直角坐标 系 xoy 中 ,"在 平面 坐标系 xoy 中 , 直线 ",2.0
碱式碳酸铜 受 热分解 的 化学 方程式 ,碱式碳酸铜 受热 分解成 什么 ,2.0
"一个 中学生 的 质量 力 50 , 双脚 ",一个 体重 为 500N 的 中学生 ， 双脚 站 在 水平 地面 上 的 着 地 面积 为 0.05 m2 ． （ 取 g = 10N / kg ） 求 ： （ 1 ） 该 中学生 的 质量 ． （ 2 ） 他 双脚 站立 时 对 水平 地面 的 压强 ,2.0
一 软绳 在 光滑 桌面上 下滑 ,"一根 长为 L 的 软绳 通过 光滑 桌面上 的 小洞 下垂 , 绳 由 静止 开始 下滑 . 设绳 开始 下滑 时 下垂 部分 的 长度 为 L0 , 则 绳 在 桌面上 的 一端 自 桌面 下滑 时 的 速度 大小 为 ",2.0
在 测定 液体 密度 的 实验 中 ,如何 测定 液体 的 正常 沸点 ? ,1.0
八种 求 向心 加速度 方法 ,向心 加速度 的 推导 过程 ,1.0
为什么 要来 vi ? pa ? b ? c ,vi 是 单词 什么 词性 ? vt 呢 ? a 呢 ? ,1.0
把 两个 线圈 串联 起来 接到 220 ,"俩 线圈 串联 起来 接到 50HZ , 220V 的 正弦 电源 上 , 顺接 时 得 I = 2A , 吸收 功率 为 150W , 反接 时 电流 为 5A , 求 互感 M . ",2.0
4 减派 的 绝对值 加 3 减派 的 绝对值 ,x 的 绝对值 = 2 分之派 ,1.0
"分别 求出 图中 < A , < B 的 正弦 值 ",正弦   余弦 ,1.0
